SalePrice,1st_Flr_SF,2nd_Flr_SF,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,TotRms_AbvGrd,Bsmt_Unf_SF,Full_Bath
123000,864,0,7560,5,5,1971,1971,119,864,864,5,132,1
181000,1337,0,4060,6,5,1998,1999,266,1405,1337,5,1139,2
103400,483,504,1680,6,5,1973,1973,458,483,987,5,25,1
100000,483,504,1680,6,5,1973,1973,330,483,987,5,153,1
100500,483,504,1890,6,6,1972,1972,483,483,987,5,0,1
106000,483,504,1869,6,6,1970,1970,321,483,987,5,162,1
85400,483,504,1680,6,5,1971,1971,387,483,987,4,96,1
89500,483,504,1680,6,3,1971,1971,358,483,987,5,125,1
111750,630,672,1680,5,5,1972,1972,350,630,1302,6,280,2
140000,1069,0,4043,6,6,1977,1977,559,1069,1069,4,510,2
143000,855,601,2308,6,6,1975,1975,286,855,1456,7,275,2
148500,1055,0,2529,7,6,1977,1977,378,1055,1055,4,677,2
394617,1932,0,12444,8,5,2008,2008,1336,1932,1932,7,596,2
426000,1742,590,12474,10,5,2007,2008,1280,1682,2332,9,402,2
385000,2084,0,14803,10,5,2007,2008,1636,2078,2084,7,442,2
446261,1476,1237,14948,9,5,2008,2008,1330,1452,2713,11,122,2
317500,1582,0,12704,8,5,2007,2007,1012,1582,1582,7,570,2
372402,1710,0,13891,8,5,2007,2008,1400,1710,1710,6,310,2
417500,2464,0,13693,8,5,2007,2007,1728,2418,2464,9,195,2
383000,1950,0,14418,9,5,2007,2007,1375,1950,1950,7,575,2
390000,1850,898,13418,9,5,2006,2006,1420,1850,2748,9,430,2
460000,1632,1158,12539,10,5,2005,2006,1082,1620,2790,10,538,2
379000,1414,917,12151,9,5,2005,2005,1249,1414,2331,9,165,2
250000,948,1140,8899,8,5,2007,2007,40,948,2088,10,908,2
316000,1170,1162,10574,8,5,2004,2004,856,1148,2332,9,292,2
615000,2470,0,12720,10,5,2003,2003,2257,2535,2470,7,278,1
412500,1572,1096,13688,9,5,2003,2004,1016,1572,2668,10,556,2
284000,1006,1040,10625,7,5,2003,2004,866,998,2046,8,132,2
284000,1575,0,10845,8,5,2003,2004,1149,1603,1575,7,454,2
421250,1515,1134,16900,8,5,2001,2002,1075,1479,2649,10,404,2
370000,1804,886,16451,8,5,2003,2003,0,1765,2690,9,1765,2
336860,1866,0,10110,9,5,2008,2008,372,1858,1866,7,1486,2
367294,1702,0,8769,9,5,2008,2008,1540,1702,1702,7,162,1
192000,1367,0,12304,7,5,2005,2005,20,1367,1367,6,1347,2
274000,1518,0,12677,8,5,2003,2004,1218,1518,1518,6,300,1
266000,1684,0,8849,9,5,2005,2005,28,1684,1684,6,1656,2
370967,1800,0,8232,9,5,2007,2008,1204,1800,1800,6,596,2
234250,1342,0,6240,8,5,2006,2007,846,1342,1342,6,496,2
219500,1342,0,6240,8,5,2006,2007,24,1342,1342,6,1318,2
155000,764,862,2448,7,5,2003,2004,0,764,1626,6,764,2
154000,764,862,2448,7,5,2003,2004,573,764,1626,6,191,2
207000,1358,0,8198,7,5,2004,2004,720,1358,1358,6,638,2
191000,1504,0,3182,7,5,2005,2006,16,1346,1504,7,1330,2
159895,1266,0,3182,7,5,2007,2007,0,1266,1266,6,1266,2
187687,1246,0,3710,7,5,2007,2008,0,1146,1246,5,1146,2
179000,813,702,9024,6,5,2004,2004,0,789,1515,8,789,2
193000,864,729,7415,6,5,2004,2004,759,839,1593,8,80,2
190000,1166,0,9587,7,5,2005,2005,655,856,1166,5,201,2
176000,728,728,8029,6,5,2005,2005,0,728,1456,8,728,2
217300,1358,0,7301,7,6,2007,2008,876,1350,1358,6,474,2
186500,962,830,10261,6,5,2000,2000,0,936,1792,8,936,2
226750,1008,884,8220,7,5,2000,2001,544,982,1892,8,438,2
184000,788,702,15384,7,5,2004,2005,724,788,1490,8,64,2
225000,1037,1285,12460,7,5,1999,2000,870,1037,2322,8,167,2
185900,873,778,8390,7,5,1999,1999,0,831,1651,7,831,2
284500,1182,1017,9660,8,5,1997,1997,0,1173,2199,9,1173,2
315000,1470,1160,9200,8,5,1998,1998,986,1470,2630,8,484,2
250000,1145,1053,14260,8,5,2000,2000,655,1145,2198,9,490,2
350000,2006,0,11675,8,5,1998,1998,1660,1982,2006,5,322,2
279500,1064,1061,10990,7,5,1996,1997,851,1064,2125,12,213,2
350000,2113,0,10437,8,6,1995,1995,1696,2109,2113,7,413,2
341000,1325,1093,10542,7,5,1993,1994,1173,1311,2418,9,138,2
287500,1108,1089,10010,7,5,1993,1994,228,1080,2197,9,0,2
271000,1223,904,10944,7,5,1994,1994,1000,1223,2127,5,223,2
301500,1987,0,14303,8,5,1994,1994,1314,1986,1987,7,672,2
235128,1580,0,11932,8,5,2007,2008,0,1580,1580,7,1580,2
214000,894,1039,14598,6,5,2007,2007,0,894,1933,9,894,2
232000,1574,0,11957,8,5,2006,2006,24,1574,1574,7,1550,2
240000,1578,0,13253,7,5,2006,2006,1096,1578,1578,7,482,2
264132,1506,0,14587,9,5,2008,2008,0,1498,1506,6,1498,2
245000,1563,0,10206,8,5,2007,2007,33,1563,1563,6,1530,2
227680,1428,0,12274,7,5,2008,2008,0,1417,1428,6,1417,2
257000,1341,520,9801,8,5,2007,2007,0,1341,1861,7,1341,3
297900,955,919,9428,8,5,2007,2008,729,955,1874,8,226,2
212700,1372,0,8640,8,5,2007,2008,24,1363,1372,6,1339,2
250580,1372,0,8640,7,5,2007,2008,0,1372,1372,6,1372,2
226700,866,902,9803,7,5,2005,2005,400,866,1768,7,466,2
250000,1053,939,9375,8,5,2003,2004,0,1053,1992,9,1053,2
250000,1026,932,10625,7,5,2005,2005,0,1026,1958,9,1026,2
339750,1050,1028,10800,8,5,2007,2008,789,1034,2078,8,245,2
256000,1660,0,10625,8,5,2007,2007,0,1660,1660,7,1660,2
230348,1218,0,7500,7,5,2007,2008,902,1218,1218,6,316,2
207500,864,864,8791,6,5,2003,2003,503,864,1728,7,361,2
188000,835,861,10110,6,5,2003,2003,80,835,1696,7,200,2
192500,835,828,12774,7,5,2003,2004,0,835,1663,8,835,2
159000,1114,0,13695,5,5,2004,2004,646,1114,1114,6,468,1
155000,1114,0,13695,6,5,2003,2004,814,1114,1114,6,300,1
173000,798,842,8366,6,5,2004,2004,0,798,1640,6,798,2
170000,1162,0,9260,7,5,2007,2007,0,1162,1162,6,1162,2
182000,754,855,8453,6,5,1995,1995,362,754,1609,6,392,2
163000,886,794,8480,6,5,1993,1994,602,886,1680,7,284,2
193500,1679,0,8125,6,5,1994,1998,1138,1408,1679,7,270,2
189000,832,825,14565,7,5,1994,1995,537,832,1657,6,295,2
190500,827,850,8450,6,5,2001,2001,472,827,1677,7,355,2
175000,844,893,8285,7,5,1992,1992,397,836,1737,7,439,2
187000,832,878,9291,6,5,1993,1993,426,832,1710,7,406,2
193000,1617,0,8012,6,5,1993,1994,165,1604,1617,5,598,2
153900,1199,0,7892,6,5,1993,1993,300,1199,1199,5,899,2
128000,984,0,9100,5,5,1963,1963,53,984,984,5,132,1
135000,864,0,8100,5,8,1961,2007,764,864,864,5,100,1
115000,890,0,8450,5,5,1968,1968,890,890,890,5,0,1
119916,864,0,6360,5,5,1963,1963,489,864,864,5,375,1
142000,912,0,6768,6,8,1961,1996,832,912,912,5,80,1
192000,1430,0,19508,6,5,1974,1974,800,1430,1430,6,630,2
140000,1001,640,10759,5,4,1972,1972,190,1001,1641,5,0,2
372500,1827,959,11025,9,5,1993,1994,520,1848,2786,10,1328,2
196000,1391,0,4282,7,5,2004,2004,16,1391,1391,5,1375,2
171900,625,625,4017,7,5,2006,2007,0,625,1250,5,625,2
178000,1245,0,3435,7,5,2004,2005,24,1235,1245,5,1211,2
165000,600,600,3180,6,5,2005,2005,390,600,1200,5,210,2
146000,703,689,3180,7,5,2007,2007,0,689,1392,5,689,2
146000,703,689,3604,7,5,2007,2007,0,689,1392,5,689,2
179400,757,744,2280,7,5,1999,1999,549,744,1501,6,195,2
172900,757,792,2280,6,5,1999,1999,550,744,1549,6,194,2
290000,1419,0,4385,9,5,2001,2001,964,1419,1419,5,455,1
305000,1557,0,4109,9,5,1999,2000,1141,1557,1557,5,416,2
328900,1709,0,5119,9,5,1999,2000,1238,1698,1709,5,460,2
160000,624,628,2160,7,5,1999,2000,510,600,1252,4,90,2
170000,684,720,2160,7,5,1999,2000,600,672,1404,5,72,2
223000,872,917,10646,7,5,2001,2001,681,858,1789,7,177,2
170000,962,624,2645,8,5,1999,1999,612,960,1586,7,348,2
200000,962,645,2645,8,5,1999,2000,813,960,1607,7,147,2
345000,1469,924,3951,10,5,1998,1999,128,970,2393,7,0,2
245500,1288,0,14963,8,5,1996,1996,786,1260,1288,4,474,1
217500,1239,0,11064,8,5,1995,1995,560,1230,1239,4,0,1
324000,1719,0,10846,8,5,1993,1993,1619,1719,1719,6,100,1
290000,1671,0,16280,8,9,1976,2007,1044,1426,1671,6,0,3
174000,1682,0,10400,7,6,1970,1970,0,1304,1682,7,1304,2
150000,1740,0,11050,6,5,1968,1968,301,1740,1740,8,1439,1
145000,1258,0,11040,6,7,1971,2004,656,1258,1258,5,602,2
140500,1625,0,9750,5,6,1965,1965,0,1625,1625,8,1625,2
240000,1548,1066,10800,6,7,1974,1997,956,1522,2614,9,384,2
141000,732,732,8814,5,6,1968,1968,732,732,1464,7,0,1
147000,912,0,8872,5,8,1965,2008,595,912,912,5,317,1
135000,925,0,8125,5,7,1965,2005,260,912,925,5,196,1
145000,1728,0,11072,5,5,1965,1965,0,1728,1728,10,1728,2
142600,1728,0,13101,5,5,1965,1965,231,1728,1728,10,1497,2
135000,1656,0,9246,5,5,1973,1973,0,1656,1656,8,1656,2
185000,943,933,9120,6,6,1974,1974,442,901,1876,8,459,2
98000,1014,0,7785,5,5,1956,1956,0,0,1014,6,0,1
109008,907,0,8593,4,6,1957,1957,288,907,907,5,619,1
155000,1128,0,8700,5,6,1963,1963,776,1120,1128,6,344,2
180500,1425,0,10175,6,5,1964,1964,490,1425,1425,7,935,2
174900,1165,0,9020,6,7,1966,1966,312,1127,1165,6,276,1
140000,1136,0,9200,6,6,1965,1965,892,1136,1136,5,244,1
145000,1092,0,8250,6,7,1964,1964,787,1092,1092,6,305,1
179900,1265,0,9350,5,8,1965,1999,633,1219,1265,6,586,2
168500,1350,0,9020,6,5,1964,1964,624,1248,1350,6,288,1
140000,1114,0,9900,5,5,1961,1961,0,1114,1114,5,1114,1
145500,1053,0,10007,5,7,1959,2006,806,1053,1053,5,247,1
142000,1252,0,10721,6,6,1959,1959,0,1252,1252,7,1252,1
118000,1077,0,7420,5,6,1939,1950,851,991,1077,5,140,1
87000,453,453,4882,4,7,1937,1950,120,348,906,5,228,1
141500,1496,0,9600,5,6,1960,1960,658,1296,1496,6,638,2
119000,1032,220,9600,6,5,1950,1950,280,1032,1252,6,752,1
141500,1337,0,9600,5,8,1950,2006,32,572,1337,7,232,1
165500,1661,0,9600,6,6,1955,1996,831,992,1661,8,161,1
112900,1036,0,7584,5,5,1953,1953,531,1036,1036,5,505,1
163000,1362,0,10197,6,5,1961,1961,288,1362,1362,6,700,1
139950,1144,0,7875,5,6,1961,1961,572,1144,1144,6,572,1
174000,1537,0,8400,6,9,1962,2005,0,1319,1537,7,1319,1
165000,1431,0,9150,6,5,1962,1962,371,1099,1431,6,728,1
227000,1104,884,14670,6,7,1966,1999,575,1104,1988,9,529,2
124000,1144,0,9204,5,5,1963,1963,25,1144,1144,6,247,1
140000,1283,0,7763,5,7,1962,1980,504,931,1283,6,319,1
136500,1176,0,8856,5,4,1957,1957,621,1176,1176,6,503,1
185000,1440,0,9840,5,7,1959,1998,1053,1248,1440,7,195,2
163000,1261,0,9120,6,6,1958,1958,662,1261,1261,6,599,1
166800,1570,0,13200,6,6,1958,1958,958,1395,1570,5,437,1
139000,1196,0,9000,6,5,1956,1956,616,1196,1196,6,580,1
166000,1392,0,11900,6,5,1957,1957,1040,1392,1392,6,352,1
136000,1080,0,9464,6,7,1958,1958,570,1080,1080,5,510,1
133000,1104,0,10425,5,5,1956,1958,774,1104,1104,5,330,1
116000,882,0,11556,5,6,1952,1952,148,720,882,4,572,1
137500,1152,0,9373,5,6,1953,1953,500,1152,1152,6,456,1
180000,1790,0,14250,6,5,1957,1957,0,998,1790,6,998,2
139000,952,0,7350,5,7,1951,1951,852,952,952,4,100,1
110000,773,0,7677,5,5,1953,1953,570,773,773,4,203,1
100000,1764,0,8838,5,3,1957,1982,0,0,1764,7,0,2
118500,832,384,8480,5,5,1947,1950,442,832,1216,6,390,1
146000,1824,0,12436,5,5,1957,1957,0,1824,1824,9,1824,2
89900,869,0,10122,4,6,1948,1950,0,0,869,3,0,1
114000,747,412,7506,5,8,1925,1950,0,747,1159,5,747,1
140000,1048,510,10930,5,6,1945,1950,580,913,1558,6,333,1
86900,672,0,5400,4,7,1940,2005,0,672,672,4,672,1
139000,1254,182,10836,5,5,1922,1950,0,892,1436,7,892,1
171000,858,858,9247,6,6,1962,1962,319,858,1716,8,539,1
139000,1044,0,10180,5,6,1968,1968,744,912,1044,5,168,1
186000,1312,0,11355,7,7,1958,2001,637,1312,1312,6,675,1
242000,2069,0,27650,7,7,1960,2007,425,585,2069,9,160,2
116000,910,0,8892,5,7,1953,1996,0,105,910,5,105,1
94000,876,0,7200,5,7,1951,1951,432,876,876,5,444,1
98300,1048,0,7200,5,5,1950,1950,0,0,1048,7,0,1
127000,1507,0,7910,5,5,1960,1960,666,1075,1507,7,409,2
159000,1256,0,8000,5,6,1959,1959,476,1256,1256,6,292,1
125900,1027,0,8000,5,5,1962,1962,520,1027,1027,6,188,1
155000,1269,0,7931,5,6,1960,1960,374,1269,1269,6,363,1
138000,819,501,8064,6,6,1948,1950,315,768,1320,5,453,2
112500,984,0,6390,6,7,1954,1954,0,936,984,4,936,1
105500,832,0,7227,6,6,1954,1954,0,832,832,4,832,1
127500,854,424,7200,6,5,1954,1954,673,854,1278,6,181,1
150000,1024,564,7200,5,6,1955,1967,370,768,1588,6,398,1
109500,825,0,7200,5,7,1954,1954,0,825,825,4,825,1
140000,983,813,7056,6,5,1963,1963,400,780,1796,8,380,1
167900,798,813,9760,6,6,1964,1964,674,780,1611,7,0,1
136870,1117,0,7590,5,5,1963,1963,0,1117,1117,6,1117,1
143000,1133,0,9836,6,5,2008,2008,96,192,1133,7,96,1
73000,764,0,5232,5,5,1925,2004,0,680,764,4,680,1
157500,958,581,10440,5,8,1904,2002,0,650,1539,8,650,2
122600,948,375,9184,5,7,1948,2005,0,780,1323,6,780,1
111000,680,680,4800,5,5,1910,2003,0,680,1360,6,680,1
256000,1584,1208,10440,6,7,1920,1950,493,1510,2792,8,1017,2
64000,672,0,4800,5,4,1940,1950,0,672,672,4,672,1
139500,728,728,6000,6,7,1915,2005,0,728,1456,7,728,1
200000,1362,720,11426,7,5,2003,2003,0,1362,2082,6,1362,2
119164,1095,561,7628,4,6,1940,1985,0,801,1656,8,801,2
122250,960,780,7308,5,5,1920,1950,360,936,1740,6,576,1
155000,884,552,10800,6,6,1940,1950,590,884,1436,8,294,2
78000,899,0,6756,5,6,1910,1950,0,481,899,5,481,1
115000,789,0,6000,5,5,1948,1950,104,789,789,5,516,1
147000,1122,0,12000,5,7,1948,2005,144,924,1122,6,172,1
140000,904,595,9000,5,6,1946,1950,445,904,1499,5,459,1
46500,407,0,7311,2,5,1946,1950,0,407,407,3,407,1
112500,928,0,6000,5,6,1957,1957,308,928,928,5,620,1
107900,901,0,6000,4,7,1954,2000,0,901,901,4,901,1
295000,1675,1818,18386,7,9,1880,2002,0,1470,3493,10,1470,3
139500,830,797,9142,5,5,1900,2006,0,797,1627,10,797,2
153900,876,540,12665,5,8,1915,1950,0,876,1416,7,876,1
132000,730,720,5350,7,8,1920,1965,116,624,1450,7,508,1
98000,624,720,4571,5,5,1916,1950,0,624,1344,7,624,1
114000,709,308,9143,5,7,1900,2003,0,346,1017,5,346,1
130000,1377,973,9600,5,5,1920,1960,234,973,2350,10,739,2
129500,1134,924,9600,6,5,1917,1950,319,735,2058,8,416,1
161000,689,689,9600,7,9,1928,2005,141,689,1378,7,548,2
163000,1221,691,10800,6,7,1905,2000,0,482,1912,7,482,2
325000,1521,1254,13500,10,9,1893,2000,0,1237,2775,9,1237,3
55000,723,363,11340,2,1,1920,1950,0,723,1086,5,723,1
184000,1313,1182,10800,7,7,1890,1999,0,1313,2495,10,1313,2
110000,984,0,9750,5,6,1959,1959,200,984,984,5,784,1
131500,1050,745,12150,5,5,1954,1954,0,1050,1795,7,1050,2
97000,882,0,12702,5,5,1956,1956,0,0,882,4,0,1
115500,1093,0,8516,4,6,1958,2006,0,869,1093,5,869,1
138000,1143,0,7111,5,7,1928,1983,406,1008,1143,5,329,1
79500,779,0,9100,5,6,1930,1960,0,742,935,4,742,1
124000,832,378,5000,5,7,1941,2006,600,672,1210,6,72,1
106900,736,554,5870,6,9,1900,2000,0,554,1290,6,554,1
164900,1014,658,6000,6,7,1940,1989,521,981,1672,6,460,1
119000,949,0,6000,5,7,1924,2003,0,949,949,5,949,1
120000,950,208,6000,6,7,1929,1950,0,862,1158,5,862,1
157000,825,672,6000,6,7,1937,2000,201,825,1497,5,462,2
105000,874,468,6000,6,5,1939,1950,264,739,1342,7,475,2
113000,1013,0,5000,6,7,1926,1950,0,992,1013,6,992,1
115000,565,651,5520,5,7,1920,1997,68,565,1216,6,497,1
123000,624,512,6240,4,7,1929,1950,80,704,1136,6,624,1
162900,1128,445,6240,5,7,1930,1992,0,1078,1573,8,1078,2
150000,1245,764,6240,7,5,1939,1950,300,989,2009,7,449,2
123500,1226,676,6120,5,5,1923,1950,203,1100,1902,7,897,2
129900,1022,752,6120,7,5,1931,1950,0,952,1774,8,952,2
128000,751,611,6155,6,8,1920,1999,0,611,1362,6,611,2
68500,520,0,6324,4,6,1927,1950,0,520,520,4,520,1
127000,1072,213,8635,5,5,1948,2001,336,672,1285,6,295,1
207000,1053,795,13053,6,7,1923,2000,0,833,1848,8,833,1
184000,1133,687,9120,7,6,1925,1950,329,1026,1820,8,697,2
162500,1170,546,9144,6,4,1915,2004,0,810,1716,8,810,2
130000,838,0,10267,6,7,1918,2000,210,816,838,5,0,1
127500,825,784,4347,6,8,1910,1950,0,796,1609,7,796,1
136000,768,768,10266,6,6,1952,1952,372,768,1536,7,396,1
141000,1272,0,6876,6,6,1938,1958,0,1272,1969,9,1272,2
127500,1040,0,7200,6,7,1925,1992,0,1040,1040,5,1040,1
127000,788,448,7006,6,6,1925,1950,121,768,1236,6,647,2
125000,825,0,8235,5,7,1955,1995,180,825,825,4,0,1
85000,759,0,10320,5,8,1912,1991,0,451,759,5,451,1
135000,756,713,10320,6,7,1906,1995,0,756,1469,7,756,1
124000,1054,0,9488,5,6,1947,1993,0,1046,1054,6,1046,1
134000,1211,0,8250,5,5,1968,1968,250,952,1211,5,210,1
135000,720,551,21286,5,5,1948,1950,0,720,1271,7,720,2
134432,1120,468,17120,4,4,1959,1959,0,0,1588,7,0,2
129500,1040,0,11200,5,5,1965,1965,906,1040,1040,5,134,1
157500,1096,0,13014,6,5,1978,1978,528,1008,1096,6,480,1
145000,992,0,10265,5,7,1967,2005,758,992,992,6,234,1
130000,894,0,9764,5,7,1967,2003,702,894,894,5,192,1
108959,1258,0,12900,4,4,1969,1969,1198,1198,1258,6,0,0
95541,1140,0,12900,5,4,1920,1950,1300,1300,1140,6,0,1
144900,960,0,9239,5,8,1963,2003,634,960,960,6,326,1
185000,1188,0,14175,6,8,1956,1956,776,988,1188,4,212,1
140000,1021,580,13825,5,6,1958,1987,0,533,1601,6,533,1
108000,672,0,10200,5,8,1940,1997,0,672,672,4,672,1
152400,864,486,8375,5,7,1941,1973,336,576,1350,6,240,1
192000,1156,866,10005,7,5,1977,1977,392,1160,2022,8,768,2
245000,1524,0,20270,7,6,1979,1979,599,1524,1524,7,925,2
241500,1363,0,39104,7,7,1954,2005,226,1385,1363,5,96,1
177000,1357,0,11512,6,7,1959,2006,719,1019,1357,5,300,1
125600,617,462,5190,7,5,1948,1950,0,570,1079,5,570,1
155000,1094,0,10452,6,5,1953,1953,500,1094,1094,5,594,1
240000,1307,1051,45600,6,8,1908,1997,0,907,2358,10,907,3
185000,1163,511,21780,6,7,1918,1950,0,1163,1674,8,1163,2
235000,1236,872,13728,6,7,1935,1986,626,1127,2108,7,501,2
159900,1509,0,9571,5,6,1956,1956,870,1509,1509,6,639,1
134500,621,648,9360,6,8,1962,2001,324,621,1269,7,297,1
119000,961,406,8405,5,8,1900,1950,241,861,1367,7,229,1
125000,1164,0,10880,5,5,1950,1950,1040,1164,1164,5,124,1
95000,616,495,9084,5,6,1941,1950,236,616,1111,5,0,1
262280,1532,797,11839,7,5,1990,1990,1085,1475,2329,10,390,2
226500,1626,0,9938,7,5,1994,1994,1271,1602,1626,7,331,2
229000,1302,735,10541,7,5,1996,1996,0,672,2037,8,672,2
177439,628,728,10616,7,5,2007,2007,0,628,1356,6,628,2
248500,1615,0,9345,8,5,2007,2007,0,1615,1615,7,1615,2
475000,2276,0,11778,9,5,2008,2008,2085,2271,2276,7,186,2
395039,1766,0,11778,9,5,2008,2008,1153,1751,1766,8,598,2
228000,1080,1017,11228,7,5,1993,1993,50,1080,2097,9,499,2
200000,616,1072,12798,6,5,1997,1997,462,616,1688,8,154,2
155000,990,0,9750,5,7,1994,1994,722,990,990,5,268,1
144000,1099,0,9525,5,6,1995,2006,0,1099,1099,6,1099,1
145000,990,0,9245,5,5,1994,1995,686,990,990,5,304,1
207500,782,870,8998,7,5,2000,2000,527,782,1652,6,255,2
193000,882,908,9179,7,5,1999,1999,633,873,1790,7,240,2
188000,880,844,8924,7,5,1998,1999,0,880,1724,8,880,2
191000,1479,0,9382,7,5,1999,2000,0,1468,1479,6,1468,2
221000,1494,0,12803,7,5,2002,2002,922,1494,1494,6,572,2
231500,963,829,12435,7,5,2001,2001,361,963,1792,7,602,2
235000,928,895,12192,7,5,2000,2001,663,928,1823,6,265,2
223500,920,866,11250,7,5,2001,2002,486,920,1786,6,434,2
149900,985,0,8385,5,8,1977,1977,595,985,985,6,390,2
163000,1558,0,14330,5,6,1975,2001,88,864,1558,5,180,2
110000,924,0,7990,5,6,1975,1975,0,924,924,5,924,1
127000,864,0,7180,5,7,1972,1972,390,864,864,5,474,1
124900,780,0,7200,5,7,1972,1972,632,780,780,4,148,1
230000,1795,0,9742,8,5,2002,2002,0,1777,1795,7,1777,2
230000,1004,848,9066,8,5,1999,2000,668,1004,1852,7,336,2
222500,1153,878,11404,7,5,1998,1999,252,1153,2031,8,901,2
224900,884,884,8158,7,5,2003,2003,550,884,1768,8,334,2
240000,1129,1198,10905,7,5,2003,2003,0,1129,2327,9,1129,2
183000,798,842,7226,7,5,2003,2003,0,798,1640,6,798,2
207000,886,878,11690,8,5,1999,2000,0,850,1764,7,850,2
210000,933,975,8750,7,5,1994,1995,642,915,1908,8,273,2
136500,848,0,4435,6,5,2003,2003,686,848,848,3,162,1
208900,1493,0,13125,6,5,1997,1998,994,1478,1493,7,484,2
185000,1838,0,10126,6,5,1997,1998,1593,1838,1838,8,83,2
214000,1536,0,9135,7,5,2002,2003,810,1536,1536,7,726,2
208500,856,854,8450,7,5,2003,2003,706,856,1710,8,150,2
186500,1445,0,9750,7,5,2004,2004,24,1445,1445,6,1421,2
210000,1436,0,8450,7,5,2004,2004,946,1436,1436,8,490,2
185900,770,812,8320,7,5,2004,2004,490,770,1582,6,280,2
179900,1234,0,11049,8,5,2007,2007,0,1234,1234,7,1234,2
218836,1564,0,11058,7,6,2007,2007,56,1564,1564,6,1508,2
193000,1361,0,9627,7,5,2007,2007,24,1351,1361,6,1327,2
189000,728,728,8199,7,5,2005,2005,648,728,1456,7,80,2
123000,1092,0,9825,5,5,1966,1966,609,1092,1092,6,483,1
147500,1256,0,9937,5,6,1965,1965,830,1256,1256,6,136,1
165000,1033,0,12102,5,5,1976,1976,456,456,1033,6,0,1
135000,1127,0,6500,6,6,1976,1976,1033,1127,1127,6,94,1
137500,1181,0,10012,4,5,1972,1972,920,1138,1181,6,38,2
165400,760,896,6931,7,5,2003,2004,0,746,1656,7,746,2
160500,684,714,7200,6,7,1976,2001,288,684,1398,6,396,1
176000,1132,0,7024,4,5,2005,2005,1024,1132,1132,5,108,1
148000,1072,0,3675,6,5,2005,2005,459,547,1072,5,88,1
99000,930,0,9520,4,5,1953,1953,767,911,930,5,144,1
130500,768,432,11767,5,6,1946,1995,352,768,1200,6,416,1
135000,997,473,8172,4,6,1954,1972,0,941,1470,7,941,2
135500,872,521,16466,5,7,1955,1955,0,816,1393,8,816,1
100000,1204,0,7692,4,6,1954,1954,0,416,1204,6,416,1
108000,949,343,5142,4,7,1923,2008,224,949,1292,6,725,1
179500,1052,720,8400,5,8,1939,1997,378,720,2192,8,342,2
136500,1390,304,8400,6,5,1925,1950,423,1181,1694,7,758,2
168000,1424,0,7290,7,8,1921,1950,0,1228,1424,7,1228,2
189000,990,1611,9842,5,6,1921,1998,0,612,2601,8,612,3
161900,960,960,7804,6,7,1930,1950,281,960,1920,10,0,2
145000,672,644,8969,6,6,1926,1950,379,644,1316,6,265,1
191000,1423,748,11526,6,7,1922,1994,0,588,2555,11,588,2
177000,840,840,15576,6,7,1915,1976,0,840,1680,8,840,2
147500,676,588,15564,6,6,1914,1995,0,676,1264,6,676,1
91000,790,0,6292,6,5,1930,1950,384,768,790,4,384,1
231000,798,714,7609,8,9,1925,1997,406,798,1512,7,392,2
115000,1166,0,10480,6,5,1936,1950,0,1064,1639,6,1064,1
149000,851,651,7200,7,6,1931,2000,0,776,1502,6,776,1
188700,849,811,11988,6,7,1934,1995,326,715,1660,6,389,1
104000,1091,0,7801,6,5,1951,1951,500,1091,1091,5,591,1
257076,983,890,9670,8,6,1935,1950,210,608,1873,9,398,1
263400,1218,943,12392,7,9,1950,2000,435,832,2161,8,397,2
236500,1898,0,26073,5,5,1956,1956,1116,1898,1898,7,782,2
116500,516,516,1879,6,6,1980,1980,366,516,1032,5,150,1
151000,716,840,1950,6,6,1980,1980,81,716,1556,6,23,2
126000,919,0,7000,6,8,1926,1998,299,894,919,5,555,1
120000,760,330,6000,6,8,1940,2006,0,720,1090,5,720,1
120500,778,0,6900,5,6,1940,1955,403,740,778,4,212,1
126000,1092,564,6000,5,5,1967,1967,257,624,1656,7,367,1
99500,912,0,7392,5,7,1930,1995,0,520,912,5,520,1
165500,1151,804,9000,5,5,1958,1958,330,1151,1955,7,821,2
13100,733,0,14584,1,5,1952,1952,0,0,733,4,0,1
89000,825,536,5280,4,7,1895,1950,0,173,1361,6,173,1
40000,649,668,8500,4,4,1920,1950,0,649,1317,6,649,1
80900,671,378,5150,4,7,1910,2000,0,356,1049,5,356,1
81000,894,0,18000,3,4,1935,1950,0,894,894,6,894,1
65000,432,432,9000,4,6,1920,1950,0,592,864,5,592,1
392500,1652,0,5587,8,5,2008,2008,1480,1600,1652,5,120,2
294464,1648,0,3843,8,5,2007,2008,1476,1596,1648,5,120,2
250000,1646,0,3811,7,5,2004,2005,1474,1594,1646,5,120,2
275000,1646,0,3842,8,5,2004,2005,1373,1594,1646,5,221,2
171000,1118,0,9880,6,6,1977,1977,522,1096,1118,6,574,1
171500,1279,0,10125,6,6,1977,1977,641,1196,1279,6,276,2
100000,936,936,10260,5,4,1976,1976,0,0,1872,8,0,2
228500,1689,0,9990,4,5,1991,1991,1383,1680,1689,6,297,2
241500,1501,0,4084,7,6,1986,1986,893,1277,1501,6,384,2
294000,1537,0,11563,8,5,2006,2007,1036,1518,1537,8,482,2
293077,1646,0,9520,8,5,2007,2008,1513,1638,1646,7,125,2
